"city_ID","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","address","location_name","diameter_breast_height_CM","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","location_type","zipcode","neighborhood","ward","district","overhead_utility","percent_population"
211,"Pecan","Carya illinoinensis","Austin","Texas",-97.74546978,30.2720343,"900 Guadalupe St","Wooldridge square",58.42,"poor",147.6378,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.74547882,30.2721732,"900 Guadalupe St","Wooldridge square",71.12,"fair",157.48032,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,"Pecan","Carya illinoinensis","Austin","Texas",-97.74533196,30.27216217,"900 Guadalupe St","Wooldridge square",66.04,"fair",118.11024,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"Pecan","Carya illinoinensis","Austin","Texas",-97.73534668,30.27558886,"1401 Trinity St","Waterloo neighborhood park",53.34,"poor",180.4462,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,"Pecan","Carya illinoinensis","Austin","Texas",-97.7353573,30.27549035,"1401 Trinity St","Waterloo neighborhood park",60.96,"good",196.8504,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,"Pecan","Carya illinoinensis","Austin","Texas",-97.7353398,30.27540461,"1401 Trinity St","Waterloo neighborhood park",63.5,"good",164.042,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,"Southern live oak","Quercus virginiana","Austin","Texas",-97.73508747,30.27543797,"1401 Trinity St","Waterloo neighborhood park",58.42,"fair",114.8294,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,"Pecan","Carya illinoinensis","Austin","Texas",-97.73538811,30.27499341,"1401 Trinity St","Waterloo neighborhood park",48.26,"good",164.042,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,"American elm","Ulmus americana","Austin","Texas",-97.73528529,30.27483003,"1401 Trinity St","Waterloo neighborhood park",53.34,"fair",131.2336,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
318,"Southern live oak","Quercus virginiana","Austin","Texas",-97.73520745,30.2739058,"1401 Trinity St","Waterloo neighborhood park",50.8,"poor",91.86352,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,"Southern live oak","Quercus virginiana","Austin","Texas",-97.73523805,30.27373161,"1401 Trinity St","Waterloo neighborhood park",48.26,"good",82.021,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
323,"Pecan","Carya illinoinensis","Austin","Texas",-97.73532152,30.27354412,"1401 Trinity St","Waterloo neighborhood park",50.8,"poor",65.6168,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,"Pecan","Carya illinoinensis","Austin","Texas",-97.73529776,30.27351573,"1401 Trinity St","Waterloo neighborhood park",53.34,"good",154.19948,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
327,"Pecan","Carya illinoinensis","Austin","Texas",-97.73517187,30.27327491,"1401 Trinity St","Waterloo neighborhood park",53.34,"fair",147.6378,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,"Pecan","Carya illinoinensis","Austin","Texas",-97.7352119,30.27330764,"1401 Trinity St","Waterloo neighborhood park",55.88,"poor",154.19948,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
330,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7351452,30.27347511,"1401 Trinity St","Waterloo neighborhood park",58.42,"fair",114.8294,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
331,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7351152,30.27339103,"1401 Trinity St","Waterloo neighborhood park",50.8,"good",114.8294,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.73528311,30.27321869,"1401 Trinity St","Waterloo neighborhood park",55.88,"good",131.2336,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.73542953,30.27316329,"1401 Trinity St","Waterloo neighborhood park",96.52,"fair",147.6378,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
343,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.73539736,30.27300084,"1401 Trinity St","Waterloo neighborhood park",93.98,"fair",124.67192,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,"Southern live oak","Quercus virginiana","Austin","Texas",-97.73567221,30.27318916,"1401 Trinity St","Waterloo neighborhood park",55.88,"fair",26.24672,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,"Pecan","Carya illinoinensis","Austin","Texas",-97.73556263,30.27361965,"1401 Trinity St","Waterloo neighborhood park",68.58,"good",26.24672,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,"American elm","Ulmus americana","Austin","Texas",-97.73595879,30.27332307,"1401 Trinity St","Waterloo neighborhood park",83.82,"poor",26.24672,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,"Pecan","Carya illinoinensis","Austin","Texas",-97.73597932,30.27335839,"1201 Red River St","Waterloo neighborhood park",58.42,"good",26.24672,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,"Pecan","Carya illinoinensis","Austin","Texas",-97.73610874,30.27359656,"1201 Red River St","Waterloo neighborhood park",58.42,"fair",26.24672,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7360886,30.27381426,"1201 Red River St","Waterloo neighborhood park",53.34,"good",114.8294,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,"Pecan","Carya illinoinensis","Austin","Texas",-97.73610533,30.27400762,"1201 Red River St","Waterloo neighborhood park",48.26,"fair",26.24672,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,"Southern live oak","Quercus virginiana","Austin","Texas",-97.73593133,30.27429501,"1201 Red River St","Waterloo neighborhood park",48.26,"good",98.4252,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,"American elm","Ulmus americana","Austin","Texas",-97.73578093,30.27449259,"1201 Red River St","Waterloo neighborhood park",50.8,"good",131.2336,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.73563812,30.27439677,"1401 Trinity St","Waterloo neighborhood park",96.52,"fair",114.8294,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.73642414,30.27400705,"1201 Red River St","Waterloo neighborhood park",99.06,"poor",154.19948,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,"Escarpment live oak","Quercus fusiformis","Austin","Texas",-97.73638196,30.27411309,"1201 Red River St","Waterloo neighborhood park",111.76,"good",164.042,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,"Pecan","Carya illinoinensis","Austin","Texas",-97.73732201,30.26326656,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",81.28,"fair",121.39108,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,"American elm","Ulmus americana","Austin","Texas",-97.73766665,30.26304123,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",71.12,"good",137.79528,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,"Pecan","Carya illinoinensis","Austin","Texas",-97.73813395,30.26289104,"600 E 2 St","Sir swante palm neighborhood park",63.5,"good",114.8294,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"American elm","Ulmus americana","Austin","Texas",-97.73834118,30.2628106,"600 E 2 St","Sir swante palm neighborhood park",58.42,"good",114.8294,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,"Pecan","Carya illinoinensis","Austin","Texas",-97.73827743,30.26263492,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",60.96,"good",104.98688,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,"Pecan","Carya illinoinensis","Austin","Texas",-97.73816508,30.26263721,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",48.26,"fair",104.98688,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"Durand oak","Quercus durandii","Austin","Texas",-97.73711079,30.26311859,"109 Sabine St","Sir swante palm neighborhood park",137.16,"good",121.39108,"no_info","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.7371132,30.26309737,"109 Sabine St","Sir swante palm neighborhood park",48.26,"fair",118.11024,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,"Cedar elm","Ulmus crassifolia","Austin","Texas",-97.73703002,30.26319378,"109 Sabine St","Sir swante palm neighborhood park",48.26,"fair",104.98688,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,"Durand oak","Quercus durandii","Austin","Texas",-97.73705572,30.26244148,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",127,"fair",121.39108,"no_info","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,"Durand oak","Quercus durandii","Austin","Texas",-97.73720948,30.26255689,"109 Sabine St","Sir swante palm neighborhood park",71.12,"poor",121.39108,"no_info","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"Durand oak","Quercus durandii","Austin","Texas",-97.7373287,30.26256783,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",91.44,"good",127.95276,"no_info","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,"Durand oak","Quercus durandii","Austin","Texas",-97.7375084,30.26265094,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",68.58,"fair",118.11024,"no_info","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,"Pecan","Carya illinoinensis","Austin","Texas",-97.73751,30.2625717,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",48.26,"good",137.79528,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
637,"Pecan","Carya illinoinensis","Austin","Texas",-97.73763213,30.26265895,"600 E 2 St","Sir swante palm neighborhood park",124.46,"poor",124.67192,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
639,"Pecan","Carya illinoinensis","Austin","Texas",-97.7366049,30.2622413,"2000 N Ih 35 Sb","Sir swante palm neighborhood park",71.12,"good",114.8294,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"Pecan","Carya illinoinensis","Austin","Texas",-97.73645877,30.2626559,"109 Sabine St","Sir swante palm neighborhood park",96.52,"good",147.6378,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"Pecan","Carya illinoinensis","Austin","Texas",-97.73650256,30.26276988,"109 Sabine St","Sir swante palm neighborhood park",86.36,"poor",114.8294,"naturally_occurring","more than 18.29 m","more than 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,"Southern live oak","Quercus virginiana","Austin","Texas",-97.73636002,30.26297392,"109 Sabine St","Sir swante palm neighborhood park",50.8,"good",95.14436,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,"Pecan","Carya illinoinensis","Austin","Texas",-97.73657567,30.26312244,"109 Sabine St","Sir swante palm neighborhood park",63.5,"poor",82.021,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,"Pecan","Carya illinoinensis","Austin","Texas",-97.73661019,30.26313198,"109 Sabine St","Sir swante palm neighborhood park",66.04,"poor",111.54856,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,"Southern live oak","Quercus virginiana","Austin","Texas",-97.7458058,30.26984985,"300 W 7th St",NA,27.94,"fair",82.021,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74572361,30.26981317,"300 W 7th St",NA,27.94,"fair",82.021,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74561819,30.26977938,"300 W 7th St",NA,22.86,"fair",82.021,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74551925,30.26975366,"300 W 7th St",NA,25.4,"fair",82.021,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74544116,30.26972962,"300 W 7th St",NA,22.86,"fair",82.021,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,"Sugarberry","Celtis laevigata","Austin","Texas",-97.73884514,30.26789154,"400 E 7th St",NA,40.64,"poor",82.021,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,"Sugarberry","Celtis laevigata","Austin","Texas",-97.73879234,30.26787613,"400 E 7th St",NA,17.78,"poor",26.24672,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74547466,30.26991446,"300 W 7th St",NA,27.94,"fair",52.49344,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74541119,30.26990816,"300 W 7th St",NA,25.4,"fair",75.45932,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74535432,30.2698938,"300 W 7th St",NA,33.02,"fair",82.021,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74530319,30.26987355,"300 W 7th St",NA,20.32,"fair",55.77428,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74523423,30.26985712,"300 W 7th St",NA,22.86,"fair",62.33596,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
885,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74517697,30.26984678,"300 W 7th St",NA,22.86,"fair",55.77428,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
886,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74511521,30.26983438,"300 W 7th St",NA,33.02,"fair",82.021,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74506338,30.26982409,"300 W 7th St",NA,33.02,"fair",88.58268,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
888,"Shumard oak","Quercus shumardii","Austin","Texas",-97.74225507,30.26900705,"100 E 7th St",NA,58.42,"fair",88.58268,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
889,"Southern live oak","Quercus virginiana","Austin","Texas",-97.74066542,30.26858882,"200 E 7th St",NA,20.32,"fair",65.6168,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","Austin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
