"most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","location_name","diameter_breast_height_CM","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","retired_date","location_type","zipcode","address","neighborhood","ward","district","overhead_utility","condition","percent_population"
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52809572,35.48457332,"Alice harn park",22.86,118.11024,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Bur  oak","Quercus macrocarpa","Oklahoma City","Oklahoma",-97.52807564,35.4845142,"Alice harn park",28.702,118.11024,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52810499,35.48477208,"Alice harn park",48.768,157.48032,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52805246,35.48471044,"Alice harn park",43.688,157.48032,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Pin  oak","Quercus palustris","Oklahoma City","Oklahoma",-97.52804319,35.48462364,"Alice harn park",41.91,157.48032,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52802002,35.48453684,"Alice harn park",40.894,157.48032,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Sawtooth  oak","Quercus acutissima","Oklahoma City","Oklahoma",-97.52857001,35.48453055,"Alice harn park",29.718,88.58268,"introduced","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Sawtooth  oak","Quercus acutissima","Oklahoma City","Oklahoma",-97.52861172,35.48459596,"Alice harn park",43.688,118.11024,"introduced","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Sawtooth  oak","Quercus acutissima","Oklahoma City","Oklahoma",-97.52859782,35.48468277,"Alice harn park",35.052,108.26772,"introduced","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.52791877,35.48411793,"Alice harn park",30.988,118.11024,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.52784461,35.48406839,"Alice harn park",27.178,118.11024,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52764877,35.48418915,"Alice harn park",67.31,167.32284,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52778757,35.48410709,"Alice harn park",67.056,157.48032,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Willow  oak","Quercus phellos","Oklahoma City","Oklahoma",-97.52770771,35.48404981,"Alice harn park",55.372,177.16536,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52776856,35.48401265,"Alice harn park",47.244,167.32284,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.5276906,35.48396775,"Alice harn park",27.686,118.11024,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52761074,35.48391665,"Alice harn park",57.912,206.69292,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52753278,35.4838702,"Alice harn park",52.324,157.48032,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52746623,35.48380518,"Alice harn park",42.418,137.79528,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Littleleaf  linden","Tilia cordata","Oklahoma City","Oklahoma",-97.52740538,35.48385317,"Alice harn park",30.988,137.79528,"introduced","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","American  elm","Ulmus americana","Oklahoma City","Oklahoma",-97.52731221,35.48388414,"Alice harn park",18.288,88.58268,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/22/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52742059,35.48373241,"Alice harn park",44.958,137.79528,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Freeman  maple","Acer freemanii","Oklahoma City","Oklahoma",-97.52688162,35.48362804,"Alice harn park",14.732,78.74016,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Freeman  maple","Acer freemanii","Oklahoma City","Oklahoma",-97.52683837,35.48369974,"Alice harn park",12.192,68.89764,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Eastern  redbud","Cercis canadensis","Oklahoma City","Oklahoma",-97.52684146,35.48380919,"Alice harn park",14.224,49.2126,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.52685691,35.48382177,"Alice harn park",8.89,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.52687699,35.48384441,"Alice harn park",8.636,49.2126,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.52689244,35.48387209,"Alice harn park",6.35,49.2126,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Southern  magnolia","Magnolia grandiflora","Oklahoma City","Oklahoma",-97.52690943,35.48390605,"Alice harn park",5.08,39.37008,"introduced","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.5270701,35.48395134,"Alice harn park",32.512,118.11024,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.527118,35.48388089,"Alice harn park",32.512,118.11024,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.52725704,35.48372868,"Alice harn park",29.21,118.11024,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52732965,35.48366703,"Alice harn park",37.338,137.79528,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Eastern  redbud","Cercis canadensis","Oklahoma City","Oklahoma",-97.52725858,35.4835903,"Alice harn park",24.13,49.2126,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Eastern  redbud","Cercis canadensis","Oklahoma City","Oklahoma",-97.52714735,35.48352614,"Alice harn park",8.128,39.37008,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.5272385,35.48357143,"Alice harn park",8.636,26.24672,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.52721996,35.48355633,"Alice harn park",2.54,19.68504,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","American  holly","Ilex opaca","Oklahoma City","Oklahoma",-97.52717979,35.48355256,"Alice harn park",6.35,19.68504,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52705157,35.48353117,"Alice harn park",52.578,137.79528,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.5271628,35.48398908,"Alice harn park",12.192,108.26772,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.52727249,35.48400166,"Alice harn park",22.606,88.58268,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52734973,35.48403437,"Alice harn park",41.148,137.79528,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52743494,35.48409611,"Alice harn park",49.53,147.6378,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52750529,35.48413946,"Alice harn park",34.798,127.95276,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52758325,35.48420139,"Alice harn park",32.004,127.95276,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2/19/2020","inventory_date","Vacant site) vacant site",NA,"Oklahoma City","Oklahoma",-97.52765551,35.48426487,"Alice harn park",0,0,"no_info",NA,NA,"OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Pin  oak","Quercus palustris","Oklahoma City","Oklahoma",-97.52773727,35.48430512,"Alice harn park",37.338,78.74016,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52780572,35.48435777,"Alice harn park",32.766,137.79528,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52787227,35.48441196,"Alice harn park",43.688,127.95276,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52796354,35.48447234,"Alice harn park",36.83,127.95276,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52782936,35.48502546,"Alice harn park",30.48,118.11024,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52767648,35.48502983,"Alice harn park",26.67,98.4252,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52757455,35.48502983,"Alice harn park",9.906,59.05512,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52745117,35.48503201,"Alice harn park",20.574,88.58268,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.5273117,35.4850342,"Alice harn park",22.098,98.4252,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52718295,35.48503201,"Alice harn park",27.686,108.26772,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52684231,35.48501236,"Alice harn park",75.692,196.8504,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52675916,35.48496868,"Alice harn park",65.532,196.8504,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Pin  oak","Quercus palustris","Oklahoma City","Oklahoma",-97.52664115,35.48503201,"Alice harn park",89.916,229.6588,"naturally_occurring","more than 18.29 m","more than 76.2 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Shumard  oak","Quercus shumardii","Oklahoma City","Oklahoma",-97.52658482,35.4849512,"Alice harn park",7.62,59.05512,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.52651508,35.48499488,"Alice harn park",27.94,108.26772,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.52644803,35.48502109,"Alice harn park",33.528,157.48032,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6/23/2016","inventory_date","Northern red  oak","Quercus rubra","Oklahoma City","Oklahoma",-97.52639439,35.48498396,"Alice harn park",31.75,127.95276,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3/24/2020","inventory_date","Chinkapin  oak","Quercus muehlenbergii","Oklahoma City","Oklahoma",-97.52209511,35.46863825,"Bicentennial park",7.62,45.93176,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3/24/2020","inventory_date","Chinkapin  oak","Quercus muehlenbergii","Oklahoma City","Oklahoma",-97.52219703,35.46863552,"Bicentennial park",7.62,45.93176,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3/24/2020","inventory_date","Chinkapin  oak","Quercus muehlenbergii","Oklahoma City","Oklahoma",-97.52229627,35.46863661,"Bicentennial park",7.62,45.93176,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","OklahomaCity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
